referendum_index,origin,address,amount,conviction,votes,status,voting_time,delegate
285,small_tipper,FS32DgoVLooSr6DzBLqjZmw33PWXhiDJWdr11krthLxKiaf,10000000000000000,1,10000000000000000,Ayes,1697288046,
285,small_tipper,D5j6TKjwbT7GuwtVu1vhrn45jZms3Tw89e94h22LiJWWAYj,500000000000000,6,3000000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,EjTKjqNsJS2k3pF9WdEr8Fm9WMfq57nU9CWBsyRa8oc47Tg,1200000000000000,1,1200000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,GvqFak1zCSzN4PKEYWmWNUSdNJ7jC4uxgjWT7ASn9RqVEH5,1000000000000000,1,1000000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,HYow6hsFy5oW88GqLdKyF9G65hKYpCteGqULE1ZJHh8yi5r,1000000000000000,1,1000000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,HHxJGYkkxzYNpDmoGomwuGBc8mtZQDhyhvWiCgUpJttpR1K,150000000000000,6,900000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,E75BwqPXdYXsoke62gyKbeBSiq5TYXA3th4TNiRXQyBiQG2,800000000000000,1,800000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,EY2aC7weCWe5PcnC2LxbgofJCN1W3SoBGYSrdoVqd21X2dg,800000000000000,1,800000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,HQkQJHmcDHEE2HbtxTRms7Q2UqbnTRisNuktyt2bXca9Uqp,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,GwGCd3XM5qCExnPJT6wyAqygNRZQL9Tqta3txfswnUsEJWr,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,GM31KcErdS3ob8wmFSbLycccJ6YGvvTXLBAawd6d9wkAxqj,200000000000000,3,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,EdRPifdGyiFPkTz6wPkSJoUKMua4cz7tqy5HYgXtwsUm6M2,200000000000000,3,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,ExWRdMwU8JLrfaQvGJ6TxhtTbxjCtcLhbVQoSXLANywK6uo,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,F8H3cT1XKWHbkWSRhyVbRgpqn1nLhXGCL1uUdXQJmavpACQ,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,GFTBZ1p9UFfn662hdbE84R9FFSkW1wHqyV8N2t27gW1fh8U,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,E2U3UUbpG4SHCQ5BFJamYrv8yHpCf499dA9G8Cn9uhcvjwb,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,FjjBLEQLSQTa7oDLpWeJZed1D1m4Eys4XWcgxuTzTpWqRgV,100000000000000,6,600000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,HeMh2BdLrgdE7g5Mu4Cx732FDe4SGLVrf2T2fAV82qaMSDU,100000000000000,6,600000000000000,Ayes,1697032656,G4UB5DJvfycaDNaUad21LQqjJVzBoTki1gf7PbKtMUowDwv
285,small_tipper,FUJYqVYujnZNsTKxrHfyhAJv1v8nPodc4LEiSHvBBYzK4Kn,100000000000000,6,600000000000000,Ayes,1697032656,G4UB5DJvfycaDNaUad21LQqjJVzBoTki1gf7PbKtMUowDwv
285,small_tipper,CpYYaTcaVCCKRrrQAc5VMtExyUDGLCZf2dA8WE6uQBevwFd,100000000000000,6,600000000000000,Ayes,1697009298,JBmYvpebasxckBsohyyWse7yggsowfgt5xRJvkzu2txUJdi
285,small_tipper,GwJweN3Q8VjBMkd2wWLQsgMXrwmFLD6ihfS146GkmiYg5gw,100000000000000,6,600000000000000,Ayes,1696976052,H1tAQMm3eizGcmpAhL9aA9gR844kZpQfkU7pkmMiLx9jSzE
285,small_tipper,FUu6iSzpfStHnbtbzFy2gsnBLttwNgNSULSCQCgMjPfkYwF,100000000000000,6,600000000000000,Ayes,1696976052,H1tAQMm3eizGcmpAhL9aA9gR844kZpQfkU7pkmMiLx9jSzE
285,small_tipper,GA7j1FHWXpEU4kavowEte6LWR3NgZ8bkv4spWa9joiQF5R2,100000000000000,6,600000000000000,Ayes,1696976052,H1tAQMm3eizGcmpAhL9aA9gR844kZpQfkU7pkmMiLx9jSzE
285,small_tipper,FZsMKYHoQG1dAVhXBMyC7aYFYpASoBrrMYsAn1gJJUAueZX,100000000000000,6,600000000000000,Ayes,1696976052,H1tAQMm3eizGcmpAhL9aA9gR844kZpQfkU7pkmMiLx9jSzE
285,small_tipper,DczAw1iwYjCftH3NJC1Cp3oXLxUbLSKnb4d2UrXNVLMKrgo,120000000000000,5,600000000000000,Ayes,1696945452,
285,small_tipper,DuQzrKRgPmEuz9tzi2qufrFLTsPtNyvYM4heatLz3iD7hWe,94000000000000,6,564000000000000,Ayes,1697011266,E2gCFEisQ3k4LmaJHBysj8f1SRoG6jCo5ffFdX9XidqsjDC
285,small_tipper,D64WQniR1psaAph8WLr3UNo51UFuKy7WtKvnvHKvVQb48QP,90000000000000,6,540000000000000,Ayes,1697201184,FGASn5MVrRKpvYkULb9UsMoqjJQFG2p3izNSzCGSzYa2dAP
285,small_tipper,GqPDeJBexSsvEq6gBzrnMCn7KNYbzn9bX9ePCjEDN3EikoV,500000000000000,1,500000000000000,Ayes,1697096772,Dm4uKxZJZHJbpZpfnYPiHnbgyHWKMU1s5h6X7kqjfYv1Xkk
285,small_tipper,GqPDeJBexSsvEq6gBzrnMCn7KNYbzn9bX9ePCjEDN3EikoV,500000000000000,1,500000000000000,Ayes,1697096760,Dm4uKxZJZHJbpZpfnYPiHnbgyHWKMU1s5h6X7kqjfYv1Xkk
285,small_tipper,GtCDCqyQTZLL13HmBaiYSpo2WBwW91XapB4K6tiPWKCpMv1,83000000000000,6,498000000000000,Ayes,1697179872,FALhH3XMMbXiKoG6u9XS8CJuxiA2eKA2HFn4oh3JpfwvBNF
285,small_tipper,Du6C9EBmWCdwtnoTE6tjjcHwjQo3XkhPvoHZWaXBF7xYJH3,80000000000000,6,480000000000000,Ayes,1697146416,JBwJ33SrTv6jFZroGBWNdpR2Kat3GW5CfSvhDFqvwxLUU4C
285,small_tipper,Du6C9EBmWCdwtnoTE6tjjcHwjQo3XkhPvoHZWaXBF7xYJH3,80000000000000,6,480000000000000,Ayes,1697025264,JBwJ33SrTv6jFZroGBWNdpR2Kat3GW5CfSvhDFqvwxLUU4C
285,small_tipper,FXQrsgSKybY2dRmx1o5Rsi15CGghF5ftf6BXk3SpeGzTKYV,87000000000000,5,435000000000000,Ayes,1697179860,Cx8jJMMwTcEwTMHSQDdwTwFJCmmTsMVz25auV95WkFBZnZv
285,small_tipper,GkE7EHZNtcPoqYSBqB8r9n5GYHPwTFcsSpKzzsFo3ZmHCBk,72000000000000,6,432000000000000,Ayes,1696945242,HvshspvW9yk29mrCSBLcpv8MRbna4incDkt5C86ezZ6XKPH
285,small_tipper,HqDK95wYJkkmoT2ZWDATrD24CQBGytvhCopiyFv7fzhtpJg,68000000000000,6,408000000000000,Ayes,1696967214,HTyzs9XAxUpHpNe7Kwhp3M5kCJuxFm4AYRCpYjcHdhiVDFE
285,small_tipper,FLkXAVfVuyhhztPJmJEQQvyswto1UqTVojFpu4pVMfSa7Cp,400000000000000,1,400000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,GLdKYfCah1mXLDH4y4uskaDwRT1jQQWju5dFgrzcdg36Mew,400000000000000,1,400000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,DZzMSwXzbxhnCJePpzRKs1GD3yX25LP91y2Q9kFmPHXQ1vY,100000000000000,4,400000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,FcRowS859tNnJnWW5WLLqTrsubwuSXBzECYjLbcyQVwJWYv,100000000000000,4,400000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,CbaNLeJQ8e8aCJMTLa9euDKuTDmnT5oPmGFt4AmuvXmYFGN,100000000000000,4,400000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,F2mwdEWtgnD7EC5AfKbT5PpYmChFx2bbBRtpDBJgrZkRLLz,100000000000000,4,400000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,J19LYGghRCe4Ct3VW4Vz1amMoUgogS1sh2FQvPWroKcDdb1,370000000000000,1,370000000000000,Ayes,1697234646,
285,small_tipper,GJEb4yszWSHdZFPjgBn8rWHXcmCWpzxeRAFUzSkEMUWQLj8,122223963176267,3,366671889528801,Ayes,1697129310,
285,small_tipper,E7XZ1hE6nA1YhmfsHRpQYeuzm7r7D3CBh1BQ6VPj9NhAzFH,60000000000000,6,360000000000000,Ayes,1697146404,Dtdb7sR6NYGJbrHYqeW2ANwvY1mXSh1yuP2JHJm9ZmxMwyF
285,small_tipper,E7XZ1hE6nA1YhmfsHRpQYeuzm7r7D3CBh1BQ6VPj9NhAzFH,60000000000000,6,360000000000000,Ayes,1697025348,Dtdb7sR6NYGJbrHYqeW2ANwvY1mXSh1yuP2JHJm9ZmxMwyF
285,small_tipper,GqC37KSFFeGAoL7YxSeP1YDwr85WJvLmDDQiSaprTDAm8Jj,50000000000000,6,300000000000000,Ayes,1697048124,
285,small_tipper,GG1fakzTavhuof7CVaZU7SJxeK1r4ndoxcCrzbgPcZ7sQDx,95000000000000,3,285000000000000,Ayes,1697036406,D5aAp1y8XfkrmtPqsGFZtCjJrPZqKrsG2ceSha846jy6RMU
285,small_tipper,GJWFwL8bxZszS5nJNWCV6vC5nBERLgscKSeNF3U9ZcQxL12,70000000000000,4,280000000000000,Ayes,1697000670,
285,small_tipper,CzB1XBwkko3Az7DNZDPigZ1bjzLxELAGnLBnFGRdQ4PXTqZ,60000000000000,4,240000000000000,Ayes,1696964742,
285,small_tipper,FhPciV6t7c8JZPvEXVR8kFFdxEysxwyGytdJZtRLKGujoSQ,232000000000000,1,232000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,Cu2z7dVVdzFyDVTjUPm7feV9RFQ8QiG3yLGsVEj5NohFXk7,220000000000000,1,220000000000000,Ayes,1697234676,
285,small_tipper,EraxW9FCtQtJpnKSKGPxNSrzASoXpHRhctRs8gZv7C7GvHN,219000000000000,1,219000000000000,Ayes,1697090178,
285,small_tipper,EQMipshNYYvHL427XS2HyTvisAhTokXKZfhaRkKxz6sKxQd,70000000000000,3,210000000000000,Ayes,1697194464,
285,small_tipper,EszzQem3tZsJDfcMXjGfGbbdzVttJTheZWDXEp3tkTvLgaQ,200000000000000,1,200000000000000,Ayes,1697204814,G4qFCkKu7BiaWFNLXfcdZpY94hndyKnzqY1JtmiSBsTPSxC
285,small_tipper,JKupaoCtkRzMjCDQJbVMbG1jmEr8ebtoRG7cmxWkc8vM2uZ,100000000000000,2,200000000000000,Ayes,1697036406,D5aAp1y8XfkrmtPqsGFZtCjJrPZqKrsG2ceSha846jy6RMU
285,small_tipper,DhDg7t3AWLdfp2eR92seZmE8oHm2W13EXskqJaBxegdTwHJ,198979700000000,1,198979700000000,Ayes,1697186736,GA9psXCW91jbLCn6jySFovNyc7kFsZBtC21YoAT8vNsY2Hc
285,small_tipper,FPwa55diVEYwSuhNXwDACk31u4BTe2kgC255BsibKJwFksc,186000000000000,1,186000000000000,Ayes,1697090154,
285,small_tipper,Dm4uKxZJZHJbpZpfnYPiHnbgyHWKMU1s5h6X7kqjfYv1Xkk,90000000000000,2,180000000000000,Ayes,1697096772,
285,small_tipper,DY3hczPcJjHXScXkKwJZ7vgqTE4bZaCUa56XsAQH8gDzB7x,168000000000000,1,168000000000000,Ayes,1697090130,
285,small_tipper,Dfg9gbTwG6aghwLYTfYoV4dXyhCRBLbRyFwENADHmg4zfDF,160000000000000,1,160000000000000,Ayes,1697234694,
285,small_tipper,DQ2JCQDo7BtsxsBbURLK1djr3W3CQgumNys888pPmsF8XpU,50000000000000,3,150000000000000,Ayes,1697264412,
285,small_tipper,GL7MYnpQr7jgJqK8wSRUQuob1TvTY7uRJP6LUNeUyvMUhQR,150000000000000,1,150000000000000,Ayes,1697234706,
285,small_tipper,FHrTpbgYUARAmzUiSYqcRjDbCAQ6rqJBbMnKjvNoakNqu2S,140000000000000,1,140000000000000,Ayes,1697081838,HqRcfhH8VXMhuCk5JXe28WMgDDuW9MVDVNofe1nnTcefVZn
285,small_tipper,HsbGKG6hvKvYk2SF8vug4LEjBV18kh3Cr52MABwDQd4BuBM,61000000000000,2,122000000000000,Ayes,1697097354,
285,small_tipper,FAR296Aqh9i8W5bi7BS7a8Bkhbw5LX5xCXP22c1Jvc2tM5v,20000000000000,6,120000000000000,Ayes,1697217312,F5212cNTxkoLQV9k3v74hLvdu76GebcxXDEhUR7gR9xMaDn
285,small_tipper,HyLisujX7Cr6D7xzb6qadFdedLt8hmArB6ZVGJ6xsCUHqmx,20000000000000,6,120000000000000,Ayes,1697217312,F5212cNTxkoLQV9k3v74hLvdu76GebcxXDEhUR7gR9xMaDn
285,small_tipper,Et9ptsqCeSoxNrUuMjg7NBy38jvtsWptQ8WB7WipYouwEz4,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,FNPCfXrsrA8775HGuRvK9seULKpcnxNTTKTGUL4h267YHvw,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,FZ1GFKR6tYx9gNGHV67h5aV6bfhAbh7ZRdU9ypVvXfseyfg,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,Dh2ZNKbQMdusURjfZZj7Bczb57PGEoCVmDHdq8hjnH5PZ4E,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,Hqk9zDKr84PF84ScDQJ29FHyGnKyQsXZPmLuAWFBgKZUybi,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,CtEni6wrP7Kz2KWus9Y6vQWuhLqJpd9mQFTmTvw8T7FLui8,20000000000000,6,120000000000000,Ayes,1697199402,GU77syTfPXdzKCuqASura9ZKgxmD2rEDhj89c9TGL6vc9Qw
285,small_tipper,DN2oxCHnJviLK1NoYdzSNo9n9gmH3eBTfLGXSUcoFcq5khX,40000000000000,3,120000000000000,Ayes,1697194518,
